,axon_output,dendrite_output
16547252,232.0,0.0
16547268,112.0,0.0
16547281,211.0,2.0
16547287,191.0,12.0
16547292,193.0,119.0
16547297,217.0,19.0
16554856,93.0,7.0
16560178,297.0,0.0
16561224,218.0,0.0
16561284,237.0,0.0
16561429,120.0,13.0
16561660,208.0,34.0
16562142,169.0,0.0
16571210,151.0,0.0
16574328,109.0,61.0
16578252,227.0,0.0
16586265,135.0,0.0
16588928,183.0,0.0
16594509,255.0,4.0
16594752,403.0,53.0
16595001,231.0,42.0
16617920,236.0,2.0
16621864,295.0,62.0
16625432,49.0,20.0
16627773,274.0,42.0
16627838,443.0,35.0
16627861,358.0,27.0
16627950,113.0,30.0
16629757,199.0,34.0
16629788,422.0,20.0
16629886,95.0,0.0
16629931,190.0,33.0
16630024,188.0,27.0
16630264,382.0,21.0
16630385,459.0,26.0
16630479,67.0,2.0
16630941,349.0,16.0
16631114,402.0,37.0
16631222,137.0,12.0
16631248,112.0,22.0
16635345,158.0,55.0
16636860,72.0,0.0
16637377,254.0,0.0
16651566,94.0,0.0
16666673,80.0,0.0
16667306,72.0,2.0
16667592,297.0,0.0
16670540,34.0,0.0
16671014,130.0,0.0
16675987,151.0,67.0
16676038,253.0,2.0
16683883,31.0,0.0
16683943,13.0,0.0
16685117,218.0,2.0
16686371,104.0,0.0
16690648,5.0,7.0
16691937,608.0,151.0
16693923,145.0,0.0
16699958,286.0,0.0
16709072,168.0,5.0
16713227,29.0,0.0
16713231,23.0,12.0
16714214,105.0,0.0
16720240,340.0,8.0
16735586,537.0,9.0
16742642,189.0,0.0
16751955,366.0,0.0
16753901,166.0,0.0
16758011,163.0,1.0
16782830,193.0,0.0
16795524,395.0,152.0
16795838,389.0,110.0
16797672,241.0,44.0
16799809,104.0,0.0
16799939,252.0,8.0
16823703,305.0,38.0
16838915,87.0,3.0
16841026,84.0,3.0
16846805,497.0,38.0
16846902,190.0,4.0
16848475,320.0,0.0
16848497,337.0,0.0
16848587,608.0,0.0
16850888,419.0,17.0
16851496,355.0,0.0
16851577,377.0,13.0
16851718,179.0,0.0
16851791,246.0,4.0
16852421,355.0,0.0
16852589,241.0,0.0
16852622,176.0,0.0
16856369,100.0,23.0
16856539,341.0,147.0
16856617,123.0,3.0
16863538,119.0,4.0
16868923,191.0,6.0
16883909,358.0,9.0
16884085,199.0,0.0
16884962,0.0,290.0
16886842,74.0,0.0
16906721,88.0,0.0
16910799,793.0,0.0
16911458,85.0,0.0
16913476,179.0,6.0
16924423,138.0,56.0
16928740,86.0,3.0
16931001,139.0,0.0
16933362,255.0,3.0
16934932,100.0,0.0
16935790,99.0,5.0
16937395,134.0,0.0
16937799,167.0,1.0
16937815,213.0,10.0
16939375,183.0,39.0
16945771,401.0,1.0
16947349,192.0,0.0
16950097,136.0,0.0
16950115,274.0,0.0
16950121,268.0,0.0
16950321,75.0,0.0
16950354,315.0,0.0
16950443,190.0,0.0
16950550,346.0,0.0
16950767,180.0,0.0
16950798,114.0,8.0
16952642,146.0,2.0
16952648,188.0,0.0
16952665,176.0,3.0
16952671,459.0,0.0
16952691,474.0,2.0
16959698,115.0,0.0
16961482,112.0,30.0
16972043,244.0,0.0
16977881,448.0,21.0
16978882,242.0,4.0
16985194,170.0,20.0
16987409,223.0,0.0
16992171,262.0,0.0
17000062,65.0,0.0
17012001,94.0,0.0
17013073,223.0,12.0
17013169,247.0,0.0
17015609,275.0,0.0
17016974,392.0,70.0
17019327,327.0,6.0
17022668,172.0,3.0
17025508,231.0,0.0
17031293,191.0,0.0
17036132,155.0,52.0
17036160,126.0,43.0
17038587,523.0,0.0
17047087,224.0,3.0
17053270,461.0,3.0
17058350,240.0,0.0
17062823,147.0,45.0
17067625,84.0,0.0
17068730,294.0,0.0
17075832,186.0,0.0
17083341,171.0,4.0
17086412,100.0,0.0
17087885,284.0,4.0
17096642,414.0,0.0
17102002,415.0,0.0
17105218,74.0,0.0
17105842,64.0,2.0
17105977,107.0,0.0
17107661,355.0,0.0
17108278,172.0,2.0
17109286,117.0,0.0
17110007,300.0,2.0
17110024,101.0,0.0
17110189,123.0,0.0
17123466,372.0,0.0
17125520,221.0,43.0
17132009,429.0,19.0
17140424,340.0,2.0
17147410,244.0,44.0
17147698,178.0,0.0
17150791,340.0,0.0
17165286,164.0,0.0
17165429,40.0,16.0
17165621,169.0,0.0
17165711,318.0,0.0
17165755,147.0,0.0
17166682,126.0,0.0
17170215,84.0,0.0
17173852,239.0,0.0
17173922,253.0,2.0
17176767,323.0,0.0
17176781,330.0,0.0
17176808,270.0,1.0
17176819,295.0,0.0
17176866,203.0,0.0
17176882,213.0,0.0
17176911,237.0,0.0
17176927,292.0,0.0
17177005,239.0,26.0
17177103,179.0,0.0
17177115,136.0,8.0
17177419,171.0,0.0
17223643,168.0,5.0
17223685,0.0,38.0
17224013,76.0,0.0
17237305,244.0,3.0
17244655,118.0,0.0
17247877,73.0,0.0
17276867,329.0,0.0
17277623,395.0,0.0
17278502,78.0,0.0
17280216,252.0,5.0
17295912,151.0,16.0
17297936,125.0,0.0
17298108,117.0,0.0
17300165,523.0,0.0
17304269,0.0,185.0
17306107,70.0,0.0
17315288,267.0,3.0
17321919,146.0,0.0
17323054,253.0,6.0
17324637,353.0,6.0
17324711,272.0,0.0
17326213,106.0,0.0
17326218,300.0,3.0
17327188,108.0,0.0
17328580,86.0,2.0
17328632,142.0,0.0
17330632,235.0,0.0
17334530,293.0,6.0
17335266,140.0,5.0
17336347,138.0,0.0
17340931,205.0,0.0
17340955,231.0,2.0
17340973,82.0,15.0
17351780,389.0,0.0
17352470,77.0,0.0
17352824,69.0,0.0
17353986,201.0,0.0
17354392,194.0,0.0
17354403,239.0,3.0
17354414,50.0,48.0
17355745,213.0,9.0
17355757,417.0,2.0
17355860,136.0,3.0
17355864,284.0,0.0
17355872,177.0,25.0
17355892,157.0,0.0
17356024,278.0,0.0
17356442,276.0,0.0
17356450,201.0,54.0
17356454,134.0,0.0
17356467,29.0,34.0
17357979,387.0,6.0
17358864,215.0,0.0
17358891,130.0,2.0
17359101,322.0,0.0
17359111,192.0,14.0
17359133,269.0,0.0
17359501,198.0,0.0
17360010,147.0,0.0
17360014,75.0,33.0
17360022,98.0,10.0
17360030,52.0,0.0
17360038,270.0,1.0
17360042,79.0,0.0
17360070,207.0,0.0
17360076,112.0,0.0
17360225,35.0,14.0
17360254,159.0,60.0
17360262,192.0,2.0
17360266,155.0,0.0
17360282,238.0,0.0
17360286,77.0,14.0
17360296,182.0,2.0
17360404,136.0,0.0
17360593,117.0,0.0
17361566,95.0,3.0
17361757,450.0,8.0
17362538,108.0,0.0
17373283,154.0,2.0
17378475,96.0,0.0
17378483,265.0,0.0
17378548,45.0,13.0
17378648,191.0,0.0
17379298,256.0,0.0
17379360,20.0,0.0
17379372,221.0,67.0
17379420,226.0,9.0
17380080,275.0,95.0
17380092,74.0,9.0
17380309,90.0,0.0
17380319,144.0,0.0
17380345,326.0,0.0
17380936,173.0,0.0
17383431,147.0,48.0
17384874,178.0,5.0
17414715,227.0,97.0
17415439,271.0,2.0
17420035,96.0,0.0
17423125,247.0,0.0
17423412,262.0,8.0
17425996,435.0,9.0
17430685,246.0,0.0
17434825,523.0,0.0
17435678,323.0,2.0
17435815,162.0,0.0
17437719,198.0,3.0
17437725,228.0,11.0
17438424,552.0,0.0
17448356,228.0,1.0
17454636,202.0,15.0
17455871,260.0,0.0
17464168,304.0,29.0
17466463,121.0,2.0
17468727,102.0,9.0
17473163,194.0,0.0
17484564,150.0,0.0
17488886,39.0,0.0
17513284,110.0,0.0
17525174,380.0,22.0
17529547,162.0,13.0
17535542,215.0,0.0
17537254,141.0,0.0
17541953,209.0,0.0
17543765,108.0,26.0
17545695,380.0,4.0
17557290,231.0,0.0
17574013,61.0,0.0
17587452,182.0,31.0
17587710,106.0,0.0
17587726,329.0,0.0
17587730,254.0,0.0
17587734,86.0,0.0
17588623,174.0,259.0
17589475,249.0,0.0
17591442,169.0,85.0
17591687,74.0,3.0
17608754,237.0,0.0
17629213,102.0,0.0
17639784,416.0,0.0
17639824,0.0,0.0
17641913,132.0,0.0
17647621,192.0,0.0
17654514,65.0,0.0
17654519,36.0,0.0
17654617,263.0,2.0
17654624,250.0,2.0
17654634,189.0,0.0
17654638,281.0,13.0
17654645,41.0,0.0
17654967,201.0,0.0
17654973,65.0,0.0
17654991,118.0,0.0
17655000,184.0,0.0
17656886,112.0,2.0
17658602,163.0,1.0
17658672,109.0,3.0
17658884,77.0,0.0
17658907,208.0,0.0
17658927,144.0,5.0
17658943,196.0,0.0
17658948,148.0,2.0
17658978,354.0,2.0
17659014,113.0,0.0
17659219,83.0,0.0
17660233,75.0,0.0
17663944,183.0,0.0
17671219,182.0,2.0
17671375,216.0,0.0
17696578,145.0,0.0
17698681,134.0,5.0
17728571,112.0,17.0
17728605,109.0,15.0
17728632,46.0,0.0
17728695,226.0,0.0
17728723,84.0,0.0
17728730,54.0,0.0
17728781,136.0,0.0
17728896,15.0,0.0
17728922,300.0,0.0
17729020,181.0,0.0
17729088,354.0,2.0
17729110,191.0,10.0
17729161,80.0,3.0
17729167,182.0,0.0
17729195,50.0,0.0
17729335,125.0,0.0
17729347,87.0,2.0
17729410,99.0,0.0
17729424,62.0,1.0
17729888,204.0,0.0
17729973,235.0,0.0
17732031,329.0,10.0
17732071,100.0,0.0
17732076,182.0,0.0
17732085,151.0,0.0
17732256,102.0,0.0
17732270,218.0,3.0
17732291,122.0,0.0
17732311,120.0,2.0
17732334,106.0,3.0
17732346,289.0,0.0
17732737,86.0,24.0
17732791,184.0,38.0
17736641,0.0,0.0
17736654,153.0,0.0
17736748,171.0,0.0
17736755,116.0,0.0
17740547,156.0,0.0
17743170,484.0,121.0
17746794,147.0,3.0
17755491,73.0,0.0
17756162,151.0,2.0
17762417,64.0,59.0
17769815,59.0,26.0
17776906,134.0,0.0
17776982,162.0,22.0
17777031,239.0,19.0
17777259,392.0,0.0
17777981,286.0,0.0
17784367,672.0,6.0
17804729,133.0,0.0
17806341,274.0,15.0
17809869,131.0,0.0
17813001,144.0,0.0
17813006,163.0,0.0
17813457,139.0,2.0
17813499,104.0,0.0
17814107,102.0,5.0
17819985,138.0,0.0
17822238,245.0,9.0
17827011,110.0,0.0
17827115,175.0,17.0
17844900,170.0,2.0
17847543,312.0,0.0
17850822,138.0,2.0
17854345,557.0,0.0
17867309,258.0,12.0
17877682,110.0,0.0
17884299,364.0,4.0
17896997,276.0,13.0
17897230,135.0,0.0
17897298,88.0,11.0
17913032,169.0,0.0
17913185,104.0,0.0
17913199,225.0,0.0
17927604,170.0,0.0
17933822,81.0,0.0
17937123,155.0,5.0
17937986,305.0,1.0
17937991,97.0,0.0
17942676,245.0,22.0
17951049,168.0,0.0
17951153,21.0,0.0
17952967,143.0,12.0
17962513,198.0,0.0
17975547,114.0,0.0
17980698,214.0,3.0
17980792,370.0,3.0
17990556,137.0,3.0
18023286,89.0,22.0
18028397,485.0,18.0
18035063,279.0,3.0
18035864,341.0,4.0
18058644,81.0,0.0
18058793,174.0,0.0
18062678,206.0,40.0
18076102,170.0,3.0
18080008,112.0,0.0
18084995,286.0,0.0
18087179,160.0,52.0
18088813,100.0,0.0
18098174,338.0,0.0
18099401,94.0,0.0
18106257,213.0,0.0
18111410,199.0,5.0
18123575,119.0,36.0
18133444,89.0,0.0
18142558,238.0,7.0
18149325,100.0,0.0
18163015,127.0,0.0
18187865,85.0,0.0
18220289,166.0,0.0
18231999,171.0,0.0
18232369,265.0,0.0
18248435,191.0,2.0
18264509,186.0,0.0
18267838,192.0,0.0
18292832,126.0,9.0
18302610,67.0,0.0
18302665,56.0,0.0
18302931,97.0,0.0
18305433,158.0,0.0
18305476,97.0,0.0
18341449,109.0,4.0
18412747,147.0,0.0
18425189,65.0,0.0
18440675,306.0,4.0
18458734,217.0,0.0
18464581,466.0,0.0
18485293,154.0,0.0
18500915,159.0,0.0
18500988,701.0,204.0
18501001,107.0,0.0
18527962,84.0,20.0
18538744,219.0,165.0
18545747,324.0,0.0
18551732,257.0,46.0
18566361,198.0,0.0
18566501,238.0,0.0
18570360,92.0,3.0
18597845,191.0,0.0
18598859,173.0,2.0
18604097,183.0,2.0
18620885,276.0,0.0
18625446,380.0,0.0
18630153,188.0,0.0
18639459,431.0,93.0
18644088,249.0,5.0
18648531,115.0,3.0
18655517,158.0,0.0
18656202,130.0,0.0
18679889,210.0,0.0
18695745,96.0,4.0
18720819,152.0,0.0
18740553,195.0,4.0
18785124,266.0,0.0
18833414,315.0,0.0
18861011,294.0,4.0
18909888,97.0,0.0
18929470,134.0,0.0
18934019,476.0,0.0
19010160,508.0,2.0
19017386,240.0,0.0
19017854,93.0,0.0
19037563,82.0,0.0
19045334,170.0,10.0
19046339,375.0,3.0
19048289,294.0,0.0
19051631,83.0,6.0
19051762,138.0,3.0
19054481,237.0,0.0
19088042,248.0,0.0
19090042,108.0,0.0
19091931,214.0,0.0
19091995,76.0,0.0
19092010,72.0,0.0
19101351,159.0,1.0
19102929,241.0,2.0
19120772,89.0,0.0
19120853,286.0,32.0
19132527,185.0,0.0
19143114,169.0,10.0
19156025,242.0,15.0
19166349,256.0,0.0
19167389,64.0,7.0
19175973,111.0,2.0
19180425,190.0,0.0
19190681,193.0,5.0
19268007,107.0,3.0
19271710,292.0,0.0
19276024,467.0,18.0
19298625,236.0,0.0
19298644,152.0,0.0
19361427,409.0,0.0
19395500,211.0,3.0
19470184,265.0,0.0
19508873,148.0,29.0
19611917,113.0,41.0
19718010,142.0,95.0
19785305,53.0,0.0
19786464,265.0,0.0
19835787,76.0,0.0
19857573,106.0,3.0
19857577,84.0,0.0
19880680,158.0,0.0
19880740,318.0,0.0
19881737,179.0,0.0
19884188,94.0,30.0
19919566,307.0,56.0
19929273,154.0,7.0
19950281,178.0,0.0
19989037,215.0,0.0
20106468,227.0,0.0
20139548,246.0,10.0
20151537,231.0,0.0
20172310,75.0,3.0
20242957,57.0,22.0
20278329,314.0,173.0
20316708,29.0,0.0
20343986,247.0,10.0
20344845,119.0,0.0
20370716,187.0,5.0
20379247,177.0,0.0
20421224,145.0,3.0
20443362,78.0,0.0
20443420,240.0,0.0
20443457,1035.0,6.0
20443501,160.0,0.0
20443505,63.0,0.0
20443544,91.0,0.0
20443571,76.0,34.0
20443598,261.0,34.0
20479904,86.0,0.0
20479959,165.0,2.0
20536322,124.0,0.0
20556072,172.0,0.0
20730780,198.0,0.0
20812872,114.0,0.0
20911955,0.0,0.0
20911961,148.0,0.0
20981306,112.0,2.0
20981321,52.0,0.0
20981350,120.0,7.0
21133456,98.0,0.0
21136945,358.0,2.0
21220994,210.0,17.0
21250110,283.0,29.0
21300466,306.0,0.0
21590958,50.0,42.0
21590962,56.0,0.0
21590978,71.0,0.0
21591033,352.0,29.0
21591037,113.0,4.0
21591317,0.0,78.0
21664445,203.0,0.0
